description;popularity;poster_path;vote_average;vote_count;tmdb_id;movieId;title;year;Adventure;Animation;Children;Comedy;Fantasy;Romance;Drama;Action;Crime;Thriller;Horror;Mystery;Sci-Fi;IMAX;Documentary;War;Musical;Western;Film-Noir;tmdbId;actor1;actor2;actor3;actor4;actor5;director1
Reindeerspotting is a documentary film of a group of young guys living in Rovaniemi, Arctic Circle, dabbling in petty crime and hard drugs. One of them, Jani, has lost five years of his life and two fingers to his debotators. He wants to leave Lapland and his old life behind. Robbing a supermarket is a start for his getaway. A few years back a documentarist, Joonas Neuvonen, was a young men living on social welfare, using drugs on daily basis. He started to film his friends and their life. This is the story of Jani.;3.512;/zEuWamAwTG75UcG3J16g08gp2bd.jpg;6.6;33.0;45615.0;77629.0;Reindeerspotting - Pako joulumaasta;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;45615.0;Jani Raappana;no actors;no actors;no actors;no actors;Joonas Neuvonen
When Phil and Debbie Winslow relocate from their native Kansas to the sunny climes of Orange County, their big-hearted, havoc-wreaking Great Dane gets a taste of the dog's life, California-style.;27.899;/e1hxniKMiRIpGiad0BCATn4d8uv.jpg;5.3;635.0;38579.0;77665.0;Marmaduke;2010;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38579.0;Lee Pace;Judy Greer;Owen Wilson;Emma Stone;George Lopez;Tom Dey
Ex-special operative MacGruber is called back into action to take down his archenemy, Dieter Von Cunth, who's in possession of a nuclear warhead and bent on destroying Washington, DC.;8.817;/9cO8JD7aaQzI4q8lBS8MYXH8LrJ.jpg;5.5;458.0;37931.0;77667.0;MacGruber;2010;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37931.0;Will Forte;Kristen Wiig;Ryan Phillippe;Val Kilmer;Powers Boothe;Jorma Taccone
A stroke of good luck turns lethal for Sam Phelan and his wife Leslie when they are faced with a life-changing decision that brings strange and sinister Pyke Kubic to their doorstep. As Pyke leads Sam and Leslie on a tumultuous adventure through the streets of Chicago, each are pulled deeper and deeper into a desperate spiral of deception and violence – all in the name of money.;9.732;/nEeeKsfN1hr98aCmL16LVOckawC.jpg;5.894;198.0;27004.0;77672.0;Ca$h;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27004.0;Sean Bean;Chris Hemsworth;Victoria Profeta;Thampy Antony;Mike Starr;Stephen Milburn Anderson
The film that brings back horror icon Freddy Krueger as a darker and more sinister character than ever before. While Freddy is on the prowl, a group of teenagers being stalked soon learn they all have a common factor making them targets for this twisted killer.;59.231;/nsmW28GcNabCUZfP5YtUEe8Li0f.jpg;5.519;2294.0;23437.0;77798.0;Nightmare on Elm Street, A;2010;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23437.0;Jackie Earle Haley;Kyle Gallner;Rooney Mara;Katie Cassidy;Thomas Dekker;Samuel Bayer
A group of Muslim men living in Sheffield hatch an inept plan to become suicide bombers.;9.802;/x4JzaRPXBs9wiHCe3e3ymXWuwfd.jpg;6.973;940.0;37495.0;77800.0;Four Lions;2010;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37495.0;Riz Ahmed;Nigel Lindsay;Kayvan Novak;Adeel Akhtar;Arsher Ali;Chris Morris
American gunslinger Sean Rafferty—aka The Montana Kid—is unable to find someone to duel in a Canadian town where no one understands the brutal code of the American Wild West.;4.843;/5Uda0Hizcl0aDLRP54GYu2soI86.jpg;6.433;60.0;43090.0;77818.0;Gunless;2010;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;43090.0;Sienna Guillory;Tyler Mane;Callum Keith Rennie;Dustin Milligan;Graham Greene;William Phillips
When real estate developer Dan Sanders finalizes plans to level a swath of pristine Oregon forest to make way for a soulless housing subdivision, a band of woodland creatures rises up to throw a monkey wrench into the greedy scheme. Just how much mischief from the furry critters can the businessman take before he calls it quits?;11.103;/vR8BBTRxU2xu0FvrTTio8CvCwi3.jpg;4.878;513.0;35169.0;77820.0;Furry Vengeance;2010;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35169.0;Brendan Fraser;Brooke Shields;Ken Jeong;Matt Prokop;Angela Kinsey;Roger Kumble
Danish soldiers are sent to Afghanistan in 2009 for 6 months, to help stabilize the country against the Taliban. They're stationed on Armadillo military base in Helman province. Unlike other war movies, this is the real deal - no actors.;4.868;/aezjTpjt0sdQV9X8XiSH2oHWEt7.jpg;7.054;92.0;37828.0;77833.0;Armadillo;2010;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;37828.0;Rasmus;Mads 'Mini';Daniel 'Olby';Kim 'Birkerod';no actors;Janus Metz
Controversy and legal problems follow Dr. Jack Kevorkian as he advocates assisted suicide.;8.994;/xl4x8aILt9v91TUOKXHIVDZwkXy.jpg;7.112;322.0;36950.0;77837.0;You Don't Know Jack;2010;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36950.0;Al Pacino;Danny Huston;Susan Sarandon;John Goodman;Brenda Vaccaro;Barry Levinson
"When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.";63.743;/9NS5QGOfck24yL3bZqWeW06PgPC.jpg;6.388;3945.0;20662.0;77866.0;Robin Hood;2010;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;20662.0;Russell Crowe;Cate Blanchett;Max von Sydow;William Hurt;Mark Strong;Ridley Scott
In 1970s England, three blue-collar friends spend their days joking, drinking, fighting and chasing girls. Freddie wants to leave their working-class world but cool, charismatic Bruce and lovable loser Snork are happy with life the way it is. When Freddie gets a new job as a door-to-door salesman and bumps into his old school sweetheart Julie, the gang are forced to make choices that will change their lives for ever.;9.094;/x5ItIOSRFzi2huaT3ceNJLK6M1w.jpg;6.543;233.0;36801.0;78034.0;Cemetery Junction;2010;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36801.0;Christian Cooke;Tom Hughes;Jack Doolan;Felicity Jones;Ralph Fiennes;Ricky Gervais
Dean and Cindy live a quiet life in a modest neighborhood. They appear to have the world at their feet at the outset of the relationship. However, his lack of ambition and her retreat into self-absorption cause potentially irreversible cracks in their marriage.;14.399;/dc8BdKnDY5Iy28KzUGtHIXuqqFK.jpg;6.953;2720.0;46705.0;78039.0;Blue Valentine;2010;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46705.0;Ryan Gosling;Michelle Williams;John Doman;Mike Vogel;Ben Shenkman;Derek Cianfrance
When an elite assassin marries a beautiful computer whiz after a whirlwind romance, he gives up the gun and settles down with his new bride. That is, until he learns that someone from his past has put a contract out on his life.;23.784;/o3nIJ5n4Qx74msRkP0FVaK6dx5z.jpg;5.972;1910.0;37821.0;78041.0;Killers;2010;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37821.0;Ashton Kutcher;Katherine Heigl;Tom Selleck;Catherine O'Hara;Katheryn Winnick;Robert Luketic
Paul is a U.S. truck driver working in Iraq. After an attack by a group of Iraqis he wakes to find he is buried alive inside a coffin. With only a lighter and a cell phone it's a race against time to escape this claustrophobic death trap.;20.274;/splPNB0vAoNlb8l5WYxz2E3FK2G.jpg;6.609;2404.0;26388.0;78088.0;Buried;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26388.0;Ryan Reynolds;José Luis García Pérez;Robert Paterson;Stephen Tobolowsky;Samantha Mathis;Rodrigo Cortés
A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.;75.308;/lkp1GFmWyf7k2WKvKIQuuGyichI.jpg;6.249;5984.0;9543.0;78105.0;Prince of Persia: The Sands of Time;2010;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;9543.0;Jake Gyllenhaal;Gemma Arterton;Ben Kingsley;Alfred Molina;Steve Toussaint;Mike Newell
In New York City, a husband and wife butt heads with the granddaughters of the elderly woman who lives in the apartment the couple owns.;7.524;/kft7oy2SoImjDUXgeFbUxhICdc2.jpg;6.192;117.0;40247.0;78116.0;Please Give;2010;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40247.0;Catherine Keener;Amanda Peet;Oliver Platt;Rebecca Hall;Ann Morgan Guilbert;Nicole Holofcener
"Su Qi-Er, a wealthy man living during the Qing Dynasty who loses his fortune and reputation as a result of a conspiracy against him. After being forced out onto the streets, Su dedicates his life to martial arts and reemerges as a patriotic hero known as the ""King of Beggars.""";11.718;/6UICxESwvJbvRHdgT0jenH1xPmW.jpg;6.509;167.0;37034.0;78128.0;True Legend (Su Qi-Er);2010;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37034.0;Vincent Zhao;Zhou Xun;Andy On;Guo Xiaodong;Jay Chou;Yuen Woo-ping
Carrie, Charlotte, and Miranda are all married now, but they're still up for a little fun in the sun. When Samantha gets the chance to visit one of the most extravagant vacation destinations on the planet and offers to bring them all along, they surmise that a women-only retreat may be the perfect excuse to eschew their responsibilities and remember what life was like before they decided to settle down.;61.916;/6CtFxG3WbeS8khj0Wzshmqg2zLM.jpg;6.127;1436.0;37786.0;78174.0;Sex and the City 2;2010;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37786.0;Sarah Jessica Parker;Kim Cattrall;Kristin Davis;Cynthia Nixon;Chris Noth;Michael Patrick King
Pinnacle records has the perfect plan to get their sinking company back on track: a comeback concert in LA featuring Aldous Snow, a fading rockstar who has dropped off the radar in recent years. Record company intern Aaron Green is faced with the monumental task of bringing his idol, out of control rock star Aldous Snow, back to LA for his comeback show.;12.165;/6g0li87w8LIK77QRUtOkQkM6bD7.jpg;5.953;1486.0;32823.0;78209.0;Get Him to the Greek;2010;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32823.0;Jonah Hill;Russell Brand;Rose Byrne;Elisabeth Moss;Colm Meaney;Nicholas Stoller
The government gets wind of a plot to destroy America involving a trio of nuclear weapons for which the whereabouts are unknown. It's up to a seasoned interrogator and an FBI agent to find out exactly where the nukes are.;21.575;/6yQqguytl10FhImngDHV90Aqewa.jpg;6.7;976.0;38199.0;78218.0;Unthinkable;2010;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38199.0;Samuel L. Jackson;Carrie-Anne Moss;Michael Sheen;Stephen Root;Lora Kojovic;Gregor Jordan
When the mystery-solving musician Foxxy Love notices she and her fellow housemates can curse without being bleeped—something they've never been able to do before—she realizes their show has been canceled. Determined to get back on the air, the gang travels to Make-A-Point-Land in order to get a point (and get back on the air).;15.019;/gVQYBtUXC8GUQZx6RxigC3Hleab.jpg;6.331;151.0;36736.0;78247.0;Drawn Together Movie: The Movie!, The;2010;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36736.0;Adam Carolla;Abbey DiGregorio;Jess Harnell;Jack Plotnick;Tara Strong;Greg Franklin
"A young man from East Germany travels to San Francisco to search for his father, who fled 12 years ago. Together with his best friend, he starts the journey from New York with no money and the only word they ever learned in english-lessons: ""friendship"".";4.992;/nDlRPYtDHxrc6czuXXin46tHIFL.jpg;6.293;111.0;35217.0;78251.0;Friendship!;2010;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35217.0;Matthias Schweighöfer;Friedrich Mücke;Alicja Bachleda-Curuś;Kevin Rankin;Chris Browning;Markus Goller
When Zoe tires of looking for Mr. Right, she decides to have a baby on her own. But on the day she's artificially inseminated, she meets Stan, who seems to be just who she's been searching for all her life. Now, Zoe has to figure out how to make her two life's dreams fit with each other.;13.919;/fB6PxwdydGzdq5jSWrxwSMEqSFs.jpg;6.15;1249.0;34806.0;78264.0;Back-up Plan, The;2010;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34806.0;Jennifer Lopez;Alex O'Loughlin;Danneel Ackles;Eric Christian Olsen;Anthony Anderson;Alan Poul
Epic film about WWII, a sequel to Utomlyonnye solntsem (1994). Evil Stalin is terrorizing people of Russia while the Nazis are advancing. Russian officer Kotov, who miraculously survived the death sentence in Stalin's Purge, is now fighting in the front-lines. His daughter, Nadia, who survived a rape attempt by Nazi soldiers, is now a nurse risking her own life to save others. In the war-torn nation even former enemies are fighting together to defend their land. People stand up united for the sake of victory. Written by Steve Shelokhonov;6.329;/tvDDahBQMM1ueTSb3zx6PJxyO3a.jpg;5.1;33.0;38318.0;78290.0;Burnt by the Sun 2 (Utomlyonnye solntsem 2);2010;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;38318.0;Oleg Menshikov;Evgeny Mironov;Dmitriy Dyuzhev;Artur Smolyaninov;Andrey Merzlikin;Nikita Mikhalkov
"An American girl on vacation in Italy finds an unanswered ""letter to Juliet"" -- one of thousands of missives left at the fictional lover's Verona courtyard, which are typically answered by the ""secretaries of Juliet"" -- and she goes on a quest to find the lovers referenced in the letter.";34.32;/749W0FujsqIupUSHDT3rRTvjHSd.jpg;6.969;2571.0;37056.0;78316.0;Letters to Juliet;2010;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37056.0;Amanda Seyfried;Gael García Bernal;Vanessa Redgrave;Franco Nero;Luisa Ranieri;Gary Winick
Gunslinger Jonah Hex is appointed by President Ulysses Grant to track down terrorist Quentin Turnbull, a former Confederate officer determined on unleashing hell on earth. Jonah not only secures freedom by accepting this task, he also gets revenge on the man who slayed his wife and child.;75.931;/1MpWjcCn8M0763QDoxcN0gXrc5q.jpg;4.9;1219.0;20533.0;78467.0;Jonah Hex;2010;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;20533.0;Josh Brolin;John Malkovich;Megan Fox;Michael Fassbender;Will Arnett;Jimmy Hayward
A group of Iraq War veterans goes on the run from U.S. military forces while they try to clear their names after being framed for a crime they didn't commit. Along the way, Col. Hannibal Smith, Capt. H.M. ‘Howling Mad’ Murdock , Sgt. Bosco ‘B.A.’ Baracus, and Lt. Templeton ‘Faceman’ Peck help out various people they encounter.;82.441;/bkAWEx5g5tvRPjtDQyvIZ7LRxQm.jpg;6.38;4011.0;34544.0;78469.0;A-Team, The;2010;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34544.0;Liam Neeson;Sharlto Copley;Quinton Jackson;Bradley Cooper;Jessica Biel;Joe Carnahan
Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.;132.277;/AbbXspMOwdvwWZgVN0nabZq03Ec.jpg;7.794;12859.0;10193.0;78499.0;Toy Story 3;2010;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;10193.0;Tom Hanks;Tim Allen;Joan Cusack;Don Rickles;Wallace Shawn;Lee Unkrich
A documentary on the life and career of Joan Rivers, made as the comedienne turns 75 years old.;2.52;/5BB0mplCUR1hHgQqR08FZgHBBdO.jpg;7.0;39.0;41397.0;78517.0;Joan Rivers: A Piece of Work;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;41397.0;Joan Rivers;Melissa Rivers;Kathy Griffin;Don Rickles;no actors;Ricki Stern
17 year-old Ree Dolly sets out to track down her father, who put their house up for his bail bond and then disappeared. If she fails, Ree and her family will be turned out into the Ozark woods. Challenging her outlaw kin's code of silence and risking her life, Ree hacks through the lies, evasions and threats offered up by her relatives and begins to piece together the truth.;10.612;/a0qhPkNlxLfsf5B2jFyI1Pp04XV.jpg;6.814;1459.0;39013.0;78574.0;Winter's Bone;2010;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39013.0;Jennifer Lawrence;John Hawkes;Kevin Breznahan;Dale Dickey;Garret Dillahunt;Debra Granik
A probing investigation into the lies, greed and corruption surrounding D.C. super-lobbyist Jack Abramoff and his cronies.;2.304;/meOxtPReugAl2Aq9gjKnSTn1orG.jpg;7.1;28.0;44999.0;78633.0;Casino Jack and the United States of Money;2010;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;44999.0;Jack Abramoff;Tom DeLay;Bob Ney;Ralph Reed;Neil Volz;Alex Gibney
A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.;105.982;/faRzuUxkZYzSc8UlAZGQ4tqE1Pi.jpg;6.314;6149.0;10192.0;78637.0;Shrek Forever After (a.k.a. Shrek: The Final Chapter);2010;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;10192.0;Mike Myers;Eddie Murphy;Cameron Diaz;Antonio Banderas;Walt Dohrn;Mike Mitchell
"Deputy Sheriff Lou Ford is a pillar of the community in his small west Texas town, patient and apparently thoughtful. Some people think he is a little slow and maybe boring, but that is the worst they say about him. But then nobody knows about what Lou calls his ""sickness"": He is a brilliant, but disturbed sociopathic sadist.";13.868;/7Uffl7PBz2eDOdAVqrFvdqazx45.jpg;5.823;474.0;37414.0;78679.0;Killer Inside Me, The;2010;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;37414.0;Casey Affleck;Kate Hudson;Jessica Alba;Ned Beatty;Tom Bower;Michael Winterbottom
A dramatisation that follows Tony Blair's journey from political understudy waiting in the wings of the world arena to accomplished prime minister standing confidently in the spotlight of centre stage. It is a story about relationships, between two powerful men (Blair and Bill Clinton), two powerful couples, and husbands and wives.;4.201;/4lTtWEWMWE0NCVkW1Ss9GRTFbLv.jpg;6.6;52.0;45371.0;78759.0;Special Relationship, The;2010;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45371.0;Michael Sheen;Dennis Quaid;Hope Davis;Helen McCrory;Adam Godley;Richard Loncraine
Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.;186.563;/3mFM80dPzSqoXXuC2UMvLIRWX32.jpg;6.219;7718.0;24021.0;78772.0;Twilight Saga: Eclipse, The;2010;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;24021.0;Robert Pattinson;Kristen Stewart;Taylor Lautner;Ashley Greene;Peter Facinelli;David Slade
